what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245779312
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245780671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245834609
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226245881765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245885296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245885296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245885390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226246081500
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246105937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226246118531
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246188109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226246188203
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246188203
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1226246209031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226246211890
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226246234171
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246234359
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246234484
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246239343
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1226246246968
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226246247921
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226246251296
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226246252406
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.undo,1226246256953
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226246269203
