what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167740593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167740640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167741843
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226167741859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167753843
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167756546
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226167761625
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226167762031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167763671
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167764562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167764593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167765343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167768046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167779890
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1226167822171
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226167970734
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168037031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168038687
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168038718
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168041000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168041125
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168042515
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.toggle.comment,1226168053343
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168055500
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226168057625
