what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226244794765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244822171
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244840156
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1226244880390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244882421
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244884953
executed,command,,,AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction,1226244887015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244888218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244889093
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.rename.element,1226244899703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244914171
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.showInformation,1226244914187
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226244916140
executed,command,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.edit.text.java.rename.element,1226244919703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226244976593
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226245072109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245132312
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245656875
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245665265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245665265
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245665359
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245670593
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226245693421
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226245698593
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226245751296
