what,kind,bundleId,bundleVersion,description,time
opened,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1226167107656
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.ClassFileEditor,1226167107703
activated,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1226167110281
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226167110484
closed,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1226167110484
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226167122078
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226167125687
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1226167130671
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1226167130718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167132765
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167133796
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167139531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167139531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167139593
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167144093
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226167144109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226167150109
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167155546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167156500
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167156531
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226167157156
opened,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1226167166250
activated,editor,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.sourcelookup.CommonSourceNotFoundEditor,1226167166296
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226167169265
executed,command,,,AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction,1226167171593
