what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160095390
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160096578
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160101640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160101640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160101703
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160105203
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226160107640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160116031
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160116031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160116109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160124031
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1226160127296
opened,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226160138953
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226160139046
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1226160146828
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226160150640
activated,view,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.PackageExplorer,1226160168703
opened,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.layout.LayoutEditor,1226160168937
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.layout.LayoutEditor,1226160169078
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.layout.LayoutEditor,1226160176968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226160194765
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160215000
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160215015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160215109
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226160242250
