what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226230872187
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226230890671
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226230906359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226230911375
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226230926171
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226230949171
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226230964296
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226230965109
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226230966656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226230979562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226230985890
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226231024937
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226231036640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226231049937
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226231071062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1226231075359
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226231082328
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226231082906
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226231130234
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226231137140
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1226231552000
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226231552750
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226231562718
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226231577968
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1226231578453
