what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.modulecore,1.1.203.v200809110700,org.eclipse.wst.common.modulecore,1226225936531
started,bundle,org.eclipse.wst.internet.cache,1.0.301.v200805140020,org.eclipse.wst.internet.cache,1226225936859
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226225983546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226001359
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226003859
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226007640
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226009906
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226042718
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226050625
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226055000
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226062281
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226952015
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226226955828
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226227169062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226227177125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226227288453
started,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1226227302375
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1226227303703
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226227304625
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226227306500
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226227307531
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226227319453
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226227320750
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226227322656
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226227327765
