what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240758562
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240767421
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226240769859
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226240777125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1226240796125
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1226240799062
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226240810578
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.resources.ResourcesEditor,1226240812546
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240814046
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240815281
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.save,1226240822781
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.layout.LayoutEditor,1226240824062
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.resources.ResourcesEditor,1226240846500
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226240848781
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.resources.ResourcesEditor,1226240856828
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240858093
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240859234
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240859265
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240860031
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240860218
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226240861234
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226240865218
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226240865906
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226240866031
closed,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226240866031
