what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248352671
activated,perspective,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugPerspective,1226248362421
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.BreakpointView,1226248368406
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1226248371218
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Resume,1226248371296
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248372546
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248375234
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226248376671
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.VariableView,1226248379046
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1226248386312
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.StepOver,1226248386390
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248397296
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248407562
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248407640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248830484
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1226248830531
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248833468
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248859046
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226248861578
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226248862078
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.delete,1226248862250
activated,view,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.DebugView,1226248864609
executed,command,org.eclipse.debug.ui,3.4.1.v20080811_r341,org.eclipse.debug.ui.commands.Terminate,1226248864703
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248865640
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1226248866703
